SMILES,ABL1,ACHE,ADRB2,AR,BRAF,COX2,DRD2,EGFR,HDAC1,HTR2A,JAK2,MAOA,VEGFR2
CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCOCCSc1ccccc1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCSc1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCSc1ccccc1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC[S+]([O-])c1cc(C(F)(F)F)c2cc3c(cc2n1)NC(C)(C)CC3,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCc1ccc(C(=O)N2C[C@@H]3C[C@H]2[C@@H]2C(=O)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)N32)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCc1ccc(C(=O)N2C[C@@H]3C[C@H]2[C@@H]2C(=O)N(c4ccc(C#N)cc4)C(=O)N32)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCc1ccc(C(=O)N2C[C@@H]3C[C@H]2[C@@H]2C(=O)N(c4ccc([N+](=O)[O-])cc4)C(=O)N32)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCn1c(C)ccc1-c1ccc(S(C)(=O)=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCN(CC)C(=O)C1CCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCN(CCC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCN(CCC)C1CCc2cccc(O)c2C1,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCN(CCC)CC1(N(CCC)CCC)COc2cccc(OC)c2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)CC1COc2cccc(OC)c2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)c1cc(-c2c(N)nn3cccnc23)ncn1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,0,0,0,0,0,0,1,0,0,1,0,0,0
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCN1CCC(COc2nc3ccccc3c3c2CCCN3)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCC(COc2nc3scc(C)c3n3cccc23)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCN(CCC)C2(COc3cccc(OC)c3C2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCN(CCCCN2C(=O)CC3(CCCC3)CC2=O)CC12COc1cccc(OC)c1C2,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCN(Cc2ccccc2)CC12COc1cccc(OC)c1C2,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CCCCC2CCSS2)c1-3,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1c2cc3c(cc2[C@H]2CCCC[C@H]21)c(C(F)(F)F)cc(=O)n3C,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,0,0,1,0,0,0,0,0,0,0,0,0,0
CCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOCCCSc1ccccc1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C/c2c(C)cccc2C)cc1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C/c2ccccc2)cc1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C\c2c(C)cccc2C)cc1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C\c2ccccc2)cc1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCP(=O)(CCC)c1ccc(Nc2ncnc3c2ncn3/C=C/c2c(C)cccc2C)cc1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1,0,0,1,0,0,0,0,0,0,0,0,0,0
CCCSc1ccccc1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCC[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC[C@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],0,0,0,0,0,0,0,0,0,0,0,0,0
CCCc1c(C)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1C,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,0,0,0,0,0,1,0,0,0,0,0,0,0
CCCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(F)cc1.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccccc1OC.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccc(F)cc1.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc(F)cc1.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1OC.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2.Cl.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)N(C)CCCN2CCN(c3cccc(C)c3C)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)N(C)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCCN2CCN(c3cccc(C)c3C)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cc(F)ccc3F)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1C.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Br)c3)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1C.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(OC)c3)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(OC)c3OC)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc4cccnc34)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccccn2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl.Cl.Cl.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2cccnc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(-c2ccncc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c(C)c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)c1-c1ccccc1.Cl,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(C)CCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(C)CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cc(C)cnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1.Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)C1=NCCNC(c2ccc(C)cc2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)C1=NCCNC(c2ccccc2F)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0,0,0,0,0,0,0,1,0,0,0,0,1
CCN(CC)CC1CC2c3ccccc3Cc3ccccc3N2O1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0,0,0,0,0,0,0,1,0,0,0,0,0
CCN(CC)CCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,0,0,0,0,1,0,0,0,0,0,0,0,0
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCCOc1c2occc2cc2ccc(=O)oc12,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCCOc1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,0,0,0,0,0,0,0,1,0,0,0,0,0
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,0,0,0,0,0,0,0,1,0,0,0,0,1
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0,0,0,0,0,0,0,1,0,0,0,0,1
CCN(CC)CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,0,0,0,0,1,0,0,0,0,0,0,0,0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,1,0,0,0,1,0,0,0,0,0,0,0,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)Cc1c(C(=O)N/N=C/c2ccco2)nnn1-c1nonc1N,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)S(=O)(=O)c1cccc(N2C(=O)/C(=C\Nc3ccccc3C(=O)O)c3ccccc3C2=O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,0,0,0,0,0,1,0,0,0,0,0,0,0
CCN(CC)c1ccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,1,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(Cc1ccccc1)c1cc(-c2c(N)nn3cccnc23)ncn1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(Cc1ccncc1)c1cc(-c2c(N)nn3cccnc23)ncn1,0,0,0,0,0,0,0,0,0,0,1,0,0
CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN1C/C(=C/c2ccc(OC)c(O)c2)C(=O)/C(=C/c2ccc(OC)c(O)c2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN1CCC(COc2nc3ccsc3n3cccc23)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Br)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Br)c(C)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Br)c(Cl)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Br)c(OC)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Br)ccc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(C)c(Br)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(C)c(C)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(C)c(Cl)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Br)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(C)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(Cl)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(OC)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(Cl)ccc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(F)c(Br)cc(O)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1[N+](=O)[O-],0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Cl)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(I)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1Br,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1O,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1OC,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1Br,0,0,0,0,0,0,1,0,0,0,0,0,0
